enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
242,13.25,28.099199295,51.6529006958,32,651.3499755859,0.132231399417,5011.8403320312,18.2641506195,9.9259996414,0,654.4000244141,648.299987793
780,41.1500015259,16.5394001007,50.7634010315,75,651.4000244141,0.0961538478732,5261.3706054688,18.9550418854,14.1969995499,3.84615397453,662,640.799987793
324,15.3999996185,13.0031003952,58.2042999268,50,651.450012207,0.154320985079,4276.115234375,21.0389614105,9.6300001144,2.46913576126,647,655.9000244141
140,6.75,7.85710000992,45.7142982483,25,651.8000488281,0.178571432829,4566.2700195312,20.7407398224,10.638999939,10.7142858505,654.200012207,649.4000244141
181,10,25.4144001007,66.8507995605,26,651.8499755859,0.143646404147,6049.4951171875,18.1000003815,14.4750003815,0,651.9000244141,651.799987793
516,26,9.25930023193,24.8148002625,65,651.9000244141,0.12596899271,4974.28125,19.8461532593,13.4670000076,1.93798446655,656.299987793,647.5
108,5,3.6696999073,32.1100997925,25,652,0.231481477618,4432.4780273438,21.6000003815,9.6649999619,4.62962961197,648.200012207,655.799987793
419,18.6700000763,13.953499794,50,58,652.0999755859,0.138424813747,4924.619140625,22.4424209595,12.7080001831,5.25059652328,656.4000244141,647.799987793
12567,546.049987793,7.62309980392,40.3995018005,1099,652.0999755859,0.0874512642622,4603.6596679688,23.0143756866,17.8229999542,27.5403823853,651.5999755859,652.5999755859
287,16.1700000763,3.79310011864,31.0345001221,65,652.299987793,0.226480841637,5973.9252929688,17.7489185333,17.1560001373,14.9825782776,655.0999755859,649.5
6201,339.1000061035,7.17959976196,47.7024993896,634,652.3000488281,0.102241575718,5215.9438476562,18.2866401672,19.589635849,47.8793754578,650.9000244141,653.700012207
577,29.9500007629,20.3360996246,46.0503997803,134,652.3499755859,0.232235699892,4882.2368164062,19.2654418945,14.1969995499,0,657.200012207,647.5
170,7.5,10.5881996155,32.3529014587,41,652.4000244141,0.241176471114,4145.8359375,22.6666660309,11.9119997025,1.76470601559,660.299987793,644.5
164,8.5,33.5365982056,65.8536987305,36,652.4000244141,0.219512194395,7542.0380859375,19.2941169739,13.3859996796,0,655.200012207,649.5999755859
382,22,29.2383003235,59.2137985229,75,652.5,0.196335077286,5247.0180664062,17.3636360168,11.5539999008,0,653.0999755859,651.9000244141
1221,61.5999984741,4.34070014954,25.307100296,250,652.8499755859,0.204750210047,5169.8149414062,19.821428299,19.0259990692,7.28910732269,656.799987793,648.9000244141
2214,108.3499984741,12.8725996017,36.4499015808,213,653.0999755859,0.0962059646845,5951.005859375,20.4337787628,16.406999588,17.0280036926,656.0999755859,650.0999755859
4523,215,5.75190019608,29.1986999512,409,653.4000244141,0.0904267057776,4746.572265625,21.0372085571,14.0579996109,10.4355516434,653.700012207,653.0999755859
793,39.7999992371,4.41359996796,30.7691993713,49,653.5,0.0617906674743,4944.0922851562,19.9246234894,19.0680007935,2.26986122131,652.4000244141,654.5999755859
1678,88.2699966431,5.48269987106,38.2001991272,254,653.549987793,0.151370674372,6306.4873046875,19.0098571777,20.7700004578,28.2479133606,655.5999755859,651.5
536,22.5,5.59700012207,28.1716003418,35,653.5500488281,0.0652985051274,4260.306640625,23.822221756,10.263999939,8.76865673065,653.4000244141,653.700012207
307,15.8500003815,5.53749990463,28.6644992828,36,653.6999511719,0.117263846099,4718.1630859375,19.3690853119,14.5780000687,7.49185657501,654.0999755859,653.299987793
347,17.5,18.4437999725,53.6022987366,56,653.799987793,0.161383286119,4751.2998046875,19.8285713196,10.2019996643,9.7982711792,655.5,652.0999755859
168,11.0100002289,29.1667003632,63.6904983521,30,653.8499755859,0.178571432829,5653.4536132812,15.258854866,12.501999855,12.5,655.9000244141,651.799987793
532,31,10.5066003799,29.6434993744,81,653.9499511719,0.152255639434,5920.2534179688,17.1612911224,13.9060001373,0,656.5999755859,651.299987793
3272,150,24.0219993591,76.7725982666,374,654.0999755859,0.114303179085,4825.5908203125,21.8133335114,9.986000061,31.2041549683,651.4000244141,656.799987793
2045,107.2099990845,12.1270999908,40.9291000366,268,654.1999511719,0.13105134666,5532.58203125,19.0747127533,13.7119998932,1.3691931963,657.799987793,650.5999755859
156,6.0500001907,10.429400444,47.8527984619,7,654.1999511719,0.0448717959225,3926.0695800781,25.7851238251,10.0979995728,9.61538505554,659.799987793,648.5999755859
1129,61.9900016785,34.1894989014,62.2675018311,164,654.299987793,0.145261287689,5805.63671875,18.2126140594,11.2910003662,0,655.0999755859,653.5
3669,201.9700012207,11.3589000702,41.054599762,500,654.5999755859,0.136276915669,4899.2397460938,18.1660633087,13.2250003815,24.2572898865,652.700012207,656.5
157,9.25,1.89869999886,10.1266002655,19,654.8499755859,0.121019110084,4884.8623046875,16.9729728699,13.6300001144,9.55414009094,654.200012207,655.5
4928,229.1999969482,8.54199981689,25.8885002136,618,654.8499755859,0.125405848026,5139.9375,21.5008735657,14.623000145,5.92532444,653.5,656.200012207
103,5,5.82520008087,23.3010005951,13,654.9000244141,0.126213595271,5249.3647460938,20.6000003815,8.7760000229,0.970873773098,662.200012207,647.5999755859
175,10.3000001907,14.8570995331,70.285697937,17,655.049987793,0.0971428602934,5399.0703125,16.9902915955,10.3380002975,18.2857131958,650,660.0999755859
4153,199.8600006104,7.52689981461,23.4409008026,241,655.0500488281,0.0580303408206,4965.2900390625,20.7795448303,16.3229999542,4.98434877396,657.4000244141,652.700012207
280,18.0499992371,8.69569969177,56.5217018127,67,655.0500488281,0.239285707474,6210.3232421875,15.5124664307,10.6563329697,4.28571462631,660.4000244141,649.700012207
865,43.5,3.0841999054,12.5740995407,96,655.1999511719,0.110982656479,4797.5034179688,19.8850574493,14.5780000687,3.35260105133,660.799987793,649.5999755859
8735,408.200012207,7.49660015106,21.3433990479,1120,655.3000488281,0.128219798207,5397.1616210938,21.3988227844,18.6305999756,32.7074966431,655.4000244141,655.200012207
412,20.1000003815,8.73789978027,60.9222984314,72,655.3499755859,0.174757286906,5078.5,20.4975128174,11.1160001755,9.46601963043,653,657.700012207
6373,329.1199951172,12.6785001755,36.8899993896,624,655.3499755859,0.0979130715132,4733.7465820312,19.3637580872,14.5976667404,6.26078748703,657.5999755859,653.0999755859
332,18.7999992371,9.03610038757,34.0360984802,73,655.4000244141,0.21987952292,4963.0600585938,17.6595745087,15.4930000305,13.2530126572,653.200012207,657.5999755859
2903,138.1199951172,11.1263999939,34.447101593,192,655.549987793,0.0661384761333,5431.1772460938,21.01795578,16.2719993591,3.16913533211,662,649.0999755859
565,29.6499996185,6.72569990158,36.6371994019,60,655.6999511719,0.10619468987,5382.0888671875,19.0556488037,13.6300001144,16.9911499023,651.5999755859,659.799987793
586,26,7.50850009918,37.8839988708,78,655.799987793,0.133105799556,5724.4418945312,22.5384616852,12.3940000534,0.853242337704,662,649.5999755859
5068,240.1000061035,7.0638999939,34.2344017029,626,655.8499755859,0.123520128429,4843.4272460938,21.1078720093,15.3310003281,6.64956569672,655.9000244141,655.799987793
859,42.8400001526,16.4144001007,40.1629981995,118,656.4000244141,0.137369036675,5730.3491210938,20.0513534546,12.6660003662,0.116414435208,654.0999755859,658.700012207
145,10.2100000381,8.27589988708,20,20,656.5,0.137931033969,5635.7861328125,14.2017631531,13.7119998932,0,657.799987793,655.200012207
649,35.125,3.85209989548,19.5685997009,155,656.5500488281,0.238828971982,5671.6572265625,18.4768676758,17.7803344727,6.93374443054,658.700012207,654.4000244141
1789,96,2.96250009537,56.0088996887,435,656.6500244141,0.243152603507,7070.6333007812,18.6354160309,10.5566673279,9.55841255188,655.4000244141,657.9000244141
775,37,24.9032001495,61.4193992615,50,656.700012207,0.0645161271095,5097.3432617188,20.9459457397,10.5229997635,0.903225779533,661.5,651.9000244141
777,36.8499984741,12.988699913,39.8487014771,148,656.8000488281,0.190476194024,5482.6772460938,21.0854816437,13.2430000305,1.15830111504,663.4000244141,650.200012207
3518,188.1999969482,9.77079963684,49.4268989563,419,656.8000488281,0.119101762772,5642.83203125,18.6928806305,22.4729995728,40.1080169678,656.700012207,656.9000244141
19294,924.5700073242,18.9319000244,50.9707984924,2401,657,0.124442830682,5280.0234375,20.8680782318,15.6846542358,16.6632118225,657.5999755859,656.4000244141
7661,386.4200134277,7.80579996109,32.1367988586,1158,657,0.151155203581,5433.33984375,19.8255767822,23.4837493896,21.9553585052,657.299987793,656.700012207
158,8,6.32910013199,25.3164997101,34,657.1500244141,0.215189874172,4529.2836914062,19.75,11.6490001678,8.86075973511,661,653.299987793
117,6,8.40340042114,36.1344985962,42,657.4000244141,0.35897436738,6039.9858398438,19.5,16.3560009003,0.854700922966,664.9000244141,649.9000244141
160,8.6999998093,16.091999054,36.7816009521,37,657.5,0.23125000298,6168.2294921875,18.3908042908,14.0740003586,0,672.799987793,642.200012207
511,27.2000007629,27.4853992462,51.8518981934,30,657.5500488281,0.0587084144354,5774.9702148438,18.7867641449,13.4370002747,3.91389417648,664.200012207,650.9000244141
2770,140.1100006104,3.6101000309,25.5596008301,296,657.6500244141,0.106859207153,4806.76171875,19.7701797485,18.3379993439,11.9494590759,659.700012207,655.5999755859
551,28.5,15.2343997955,51.5625,46,657.75,0.0834845751524,4840.9360351562,19.3333339691,11.4259996414,3.99274039268,660.200012207,655.299987793
5205,242.5,8.31890010834,37.2910995483,474,657.799987793,0.0910662859678,4954.4663085938,21.4639167786,15.7499170303,22.9394817352,655.0999755859,660.5
6437,278.8399963379,2.51670002937,17.150800705,622,657.9000244141,0.0966288670897,4023.5317382812,23.0849227905,15.7790002823,2.4856300354,658.5,657.299987793
1712,81.2799987793,5.37379980087,32.6519012451,122,658,0.0712616816163,5179.4111328125,21.0629920959,14.0620002747,9.87149524689,657,659
370,19.7999992371,6.50409984589,36.3143997192,56,658.3499755859,0.151351347566,4385.2294921875,18.6868686676,12.1739997864,0.540540575981,664,652.700012207
3182,153.1999969482,3.53049993515,26.9433002472,328,658.5999755859,0.10307982564,4777.5126953125,20.7702350616,12.8999996185,8.95663166046,654.700012207,662.5
139,7.1999998093,0.719399988651,29.4964008331,32,658.799987793,0.230215832591,4862.7905273438,19.3055553436,10.9709997177,6.47481966019,661.299987793,656.299987793
11855,588.8400268555,9.01580047607,32.765499115,1507,659.0500488281,0.127119362354,5486.0297851562,20.1328029633,17.4351997375,20.7254314423,654.9000244141,663.200012207
1068,51.6699981689,12.8276996613,36.7977981567,129,659.1500244141,0.120786517859,5486.3823242188,20.6696357727,14.7600002289,0.187265917659,662.0999755859,656.200012207
2295,103,4.03950023651,31.3708992004,224,659.3499755859,0.0976034849882,4631.2436523438,22.2815532684,14.6029996872,13.9869289398,658.299987793,660.4000244141
1510,73.3000030518,10.2597999573,37.1086006165,141,659.4000244141,0.0933774858713,5189.6279296875,20.600271225,13.5223331451,8.74172115326,662.799987793,656
579,27.7999992371,1.5,31.5,60,659.4000244141,0.103626944125,4600.6064453125,20.8273391724,16.6690006256,20.0345420837,660,658.799987793
1012,52.6399993896,10.4847002029,33.6301002502,140,659.799987793,0.138339921832,6735.775390625,19.2249240875,13.5222501755,1.38339924812,660.799987793,658.799987793
1212,68.6500015259,18.2971992493,47.1246986389,107,659.9000244141,0.088283829391,5475.1728515625,17.6547698975,12.517999649,2.06270623207,660.4000244141,659.4000244141
119,7,4,33.5999984741,23,660.0500488281,0.193277314305,5990.7944335938,17,18.3260002136,28.5714302063,661.700012207,658.4000244141
590,35.7625007629,7.79659986496,30.6779994965,78,660.0999755859,0.132203385234,7203.2465820312,16.4977283478,11.4659996033,0.169491529465,673.0999755859,647.0999755859
546,27.6000003815,13.9194002151,54.7619018555,60,660.1999511719,0.109890110791,4777.7690429688,19.7826080322,10.0979995728,13.7362642288,659.799987793,660.5999755859
248,11.1199998856,7.46269989014,21.268699646,51,660.299987793,0.205645158887,4302.8349609375,22.3021583557,15.3649997711,0,667.799987793,652.799987793
461,26,14.4708003998,48.8120994568,150,660.75,0.325379610062,5630.1948242188,17.7307701111,10.3113327026,0.216919749975,666.9000244141,654.5999755859
6312,308.6799926758,9.83790016174,22.6930007935,496,660.9499511719,0.0785804837942,4708.625,20.4483604431,16.9866256714,3.12103939056,662.0999755859,659.799987793
285,13.9899997711,7.24139976501,66.2069015503,62,661.3499755859,0.217543855309,5629.9614257812,20.3716945648,9.6120004654,47.3684234619,661.0999755859,661.5999755859
2325,115.3000030518,2.88170003891,15.6559000015,302,661.450012207,0.129892468452,4890.9868164062,20.1647872925,21.1105003357,22.7096786499,662,660.9000244141
11885,549.8400268555,10.1976995468,30.4416999817,1790,661.5999755859,0.150610014796,4929.3930664062,21.6153774261,16.4733123779,29.1207408905,659.0999755859,664.0999755859
564,27.4300003052,6.89659976959,21.3792991638,46,661.5999755859,0.0815602838993,4905.2211914062,20.5614280701,18.3689994812,4.43262434006,672.4000244141,650.799987793
12380,620.3800048828,12.2952003479,31.0188999176,1671,661.8499755859,0.134975761175,5156.8569335938,19.9555110931,16.6541118622,4.81421661377,660.0999755859,663.5999755859
3772,178.0599975586,3.37199997902,18.3878002167,529,661.8499755859,0.140243902802,4941.7875976562,21.1838703156,18.5442218781,5.24920463562,665.4000244141,658.299987793
895,47.5800018311,17.5531997681,42.4468002319,70,661.8499755859,0.0782122910023,5408.7817382812,18.8104228973,14.1800003052,1.89944136143,662.700012207,661
5714,277.6700134277,10.5342998505,30.0690994263,489,661.9000244141,0.0855792760849,4981.3876953125,20.5783824921,18.0295543671,8.66293334961,664.299987793,659.5
105,5.7300000191,0,0,16,661.9000244141,0.1523809582,4877.0864257812,18.3246078491,13.5860004425,10.476190567,662.5,661.299987793
1449,76.9899978638,16.5279006958,42.6008987427,125,661.950012207,0.0862663909793,5111.7392578125,18.8206272125,12.6400003433,1.24223601818,660.4000244141,663.5
510,24.5,20.39220047,45.8824005127,95,662.4000244141,0.186274513602,5201.515625,20.8163261414,11.1029996872,0,663.0999755859,661.700012207
160,8,11.25,56.875,39,662.4000244141,0.24375000596,4138.3056640625,20,7.5,9.375,651.4000244141,673.4000244141
433,22,9.33609962463,25.1037006378,50,662.450012207,0.11547344178,5743.5971679688,19.6818180084,15.5059995651,1.38568139076,665.4000244141,659.5
3186,164.3099975586,5.45389986038,44.3907012939,411,662.5,0.129001885653,5702.705078125,19.3901767731,22.8414001465,35.3421211243,663.5,661.5
5010,239.3999938965,5.29890012741,27.3544998169,576,662.5500488281,0.114970058203,4802.1528320312,20.927318573,19.8231258392,9.64071846008,661.700012207,663.4000244141
717,35.9500007629,8.88889980316,24.7222003937,100,662.5500488281,0.139470010996,5442.1430664062,19.9443664551,16.3470001221,2.23152017593,669.4000244141,655.700012207
3548,170.6499938965,3.25999999046,14.8508996964,335,662.6500244141,0.0944193899631,4522.3754882812,20.7910938263,16.2929992676,0.366403609514,658.299987793,667
868,45.2000007629,16.5898990631,29.8386993408,78,662.700012207,0.0898617506027,4965.8081054688,19.2035388947,13.248000145,0.57603687048,662.4000244141,663
507,26.6499996185,13.2039003372,37.0873985291,60,662.75,0.118343196809,5358.326171875,19.0243911743,14.0100002289,0,667.0999755859,658.4000244141
822,46.6500015259,8.07380008698,25.6054992676,105,662.9000244141,0.127737224102,5784.625,17.6205787659,14.1630001068,0.851581513882,668.299987793,657.5
1792,88.5500030518,3.125,20.9263000488,143,663.3499755859,0.0797991082072,5072.7045898438,20.237154007,15.7709999084,5.52455377579,667.4000244141,659.299987793
1202,62.2999992371,12.0768995285,35.8461990356,190,663.4499511719,0.158069878817,5556.041015625,19.2937393188,14.483332634,0,664.299987793,662.5999755859
515,27.3500003815,16.1165008545,26.2136001587,58,663.5,0.112621359527,5190.3100585938,18.8299808502,14.2089996338,0,660.200012207,666.799987793
1354,66.5699996948,12.0383996964,36.484500885,263,663.8499755859,0.194239288568,5211.4853515625,20.3394927979,15.1669998169,2.43722319603,666.4000244141,661.299987793
1252,65.1100006104,9.45119953156,43.2164993286,113,663.8499755859,0.0902555882931,5284.1640625,19.2289962769,12.5842504501,20.7667732239,659.4000244141,668.299987793
823,46,13.8517999649,55.2854995728,127,663.9000244141,0.154313489795,5331.9208984375,17.8913040161,10.5509996414,2.18712043762,657.700012207,670.0999755859
2231,114.3000030518,2.91610002518,13.3691997528,258,664,0.115643210709,5599.6079101562,19.5188102722,16.9559993744,13.6261758804,666.200012207,661.799987793
271,14.1999998093,4.46740007401,25.429599762,81,664,0.298892974854,4881.8994140625,19.0845069885,17.7089996338,13.2841329575,668.700012207,659.299987793
309,15.5,4.20709991455,32.6861000061,85,664.1500244141,0.275080919266,4700.4321289062,19.9354839325,16.2719993591,1.9417475462,671.299987793,657
3005,159.2200012207,8.61900043488,33.8102989197,308,664.1500244141,0.102495841682,5650,18.8732566833,17.900800705,23.0615653992,666.700012207,661.5999755859
966,47.9599990845,20.9580993652,47.3054008484,114,664.299987793,0.118012420833,5318.2407226562,20.141784668,11.8339996338,0.62111800909,674,654.5999755859
7710,327.299987793,4.47219991684,15.9299001694,814,664.4000244141,0.105577170849,4709.0541992188,23.5563716888,18.6201992035,3.25551223755,663.4000244141,665.4000244141
762,35.5,10.8107995987,30.3731994629,54,664.4499511719,0.0708661451936,5143.1904296875,21.4647884369,12.4309997559,0,663.0999755859,665.799987793
1708,89,8.48950004578,29.0398006439,206,664.700012207,0.120608896017,5133.009765625,19.1910114288,15.1669998169,2.22482442856,665.5,663.9000244141
9850,489.299987793,3.33500003815,30.643699646,1113,664.75,0.112994924188,5081.4555664062,20.1308002472,20.875749588,18.5583763123,663.700012207,665.799987793
129,5,9.30230045319,50.3875999451,10,664.9499511719,0.0775193795562,4016.4162597656,25.7999992371,10.638999939,6.2015504837,667.5999755859,662.299987793
10619,565.5100097656,2.53839993477,28.3766002655,1150,664.950012207,0.108296446502,5374.0502929688,18.7777404785,25.0296192169,18.4574813843,665.9000244141,664
4521,236.5800018311,3.70519995689,31.0827999115,494,665.0999755859,0.109267860651,5427.548828125,19.1098155975,16.7578010559,32.0725517273,666.799987793,663.4000244141
580,29.4400005341,11.8965997696,30.1723995209,114,665.200012207,0.196551725268,5179.64453125,19.7010860443,15.2969999313,3.96551704407,656.200012207,674.200012207
2569,138,5.48640012741,24.7471008301,326,665.3499755859,0.126897618175,5400,18.6159420013,17.3694458008,15.3367071152,669.799987793,660.9000244141
6022,286.799987793,6.39499998093,36.0007019043,756,665.6500244141,0.125539690256,5726.146484375,20.9972114563,22.0960006714,27.66522789,663.9000244141,667.4000244141
670,33.5,0.416099995375,13.869600296,47,665.9000244141,0.0701492503285,5003.8701171875,20,22.841999054,12.537314415,670.299987793,661.5
14708,700.9400024414,13.5300998688,45.723400116,1962,665.950012207,0.133396789432,4969.5112304688,20.9832515717,18.3198757172,12.6801748276,664.5,667.4000244141
6601,305,1.19679999352,15.0886001587,706,666,0.106953494251,4747.2958984375,21.6426239014,25.0300006866,6.90804433823,668,664
675,33.7000007629,0,31.8519001007,87,666.0500488281,0.128888890147,4543.3051757812,20.0296726227,21.9570007324,14.9629621506,668.700012207,663.4000244141
2458,124.0699996948,6.01870012283,24.6035003662,193,666.0999755859,0.0785191208124,5229.5913085938,19.8113975525,18.7968330383,11.2693252563,666.9000244141,665.299987793
144,8,4.16669988632,44.4444007874,14,666.1500244141,0.0972222238779,4507.3530273438,18,10.638999939,9.72222232819,671.9000244141,660.4000244141
573,29.6000003815,6.99300003052,15.2097997665,48,666.1500244141,0.083769634366,5302.6279296875,19.3581085205,17.5079994202,3.31588125229,671,661.299987793
721,35.7299995422,1.84940004349,18.4941005707,82,666.4499511719,0.113730929792,5545.6103515625,20.1791210175,18.593000412,0.693481266499,668.799987793,664.0999755859
992,46.9700012207,3.72979998589,22.8831005096,160,666.5500488281,0.161290317774,4615.9086914062,21.1198635101,11.1160001755,5.14112901688,671.200012207,661.9000244141
8432,360.5,6.39230012894,22.9839000702,0,666.5999755859,0,5397.689453125,23.3897361755,14.0976667404,4.96916532516,663.700012207,669.5
244,11,15.573800087,40.163898468,15,666.6500244141,0.0614754110575,5118.373046875,22.1818180084,12.6400003433,6.96721315384,672.0999755859,661.200012207
7116,356.8200073242,2.59899997711,13.2762002945,785,666.6500244141,0.110314786434,5008.0708007812,19.9428272247,20.9364280701,7.99606513977,667.5,665.799987793
830,46.6599998474,10.4118995667,32.6086997986,95,666.6999511719,0.114457830787,4906.0302734375,17.7882556915,14.1800003052,0.481927722692,662.0999755859,671.299987793
160,10.8800001144,13.3758001328,53.503200531,38,666.8499755859,0.23749999702,6870.3461914062,14.7058820724,11.8260002136,2.5,666.9000244141,666.799987793
1588,83.4000015259,6.79850006104,20.5809993744,220,666.8499755859,0.138539046049,5301.7163085938,19.0407676697,18.670999527,3.84131002426,671.299987793,662.4000244141
2272,108.75,4.04930019379,16.0650997162,307,667.1500244141,0.135123237967,5182.3657226562,20.891954422,17.3320007324,1.32042253017,667.700012207,666.5999755859
1425,71.8300018311,5.09259986877,19.8302001953,65,667.1999511719,0.0456140339375,4999.46875,19.8385066986,17.5079994202,4.91228055954,669.799987793,664.5999755859
245,12.5500001907,8.9795999527,13.0612001419,30,667.450012207,0.122448980808,6732.06640625,19.5219116211,15.5719995499,0,672.200012207,662.700012207
1349,65.2125015259,2.00149989128,8.6731004715,259,667.450012207,0.191994071007,4612.9897460938,20.6862182617,15.5672502518,0.222386956215,667,667.9000244141
400,22,13.8009004593,29.8642997742,65,667.5999755859,0.16249999404,5478.845703125,18.1818180084,15.751999855,0,669.200012207,666
4632,245.1799926758,7.03700017929,23.6420001984,637,668,0.137521594763,5666.7138671875,18.8922424316,20.4699993134,17.8540592194,669.4000244141,666.5999755859
224,9,5.35710000992,35.2678985596,15,668.0999755859,0.0669642835855,4742.5141601562,24.8888893127,9.7089996338,4.46428585052,660.5,675.700012207
576,31,3.9930999279,28.125,92,668.4000244141,0.159722223878,4907.392578125,18.5806446075,11.1160001755,9.54861164093,665.799987793,671
451,25,8.64750003815,11.7517004013,75,668.5999755859,0.166297122836,5700.40234375,18.0400009155,16.3209991455,3.99113082886,672.700012207,664.5
900,50.75,2.1017999649,24.3362998962,145,668.6500244141,0.161111116409,5191.8344726562,17.7339897156,21.966999054,20.6666660309,668.799987793,668.5
118,5.5,8.33329963684,51.6666984558,10,668.799987793,0.0847457647324,4451.2568359375,21.4545459747,8.9340000153,7.62711858749,668.5,669.0999755859
1457,73.1299972534,5.98229980469,42.9640007019,0,668.9000244141,0,5627.5278320312,19.9234256744,19.9969997406,27.4536724091,666.200012207,671.5999755859
4734,232.75,2.60780000687,19.3724994659,586,668.950012207,0.123785383999,4922.9399414062,20.3394203186,18.8272304535,10.8576259613,665.5,672.4000244141
3303,146.5,4.66239976883,16.9542999268,379,669.0999755859,0.1147441715,4969.380859375,22.5460758209,18.1186656952,5.02573394775,666.0999755859,672.0999755859
6055,286.9200134277,5.61339998245,30.085100174,540,669.3000488281,0.0891824960709,4829.7172851562,21.1034431458,23.6673755646,14.2361688614,668.9000244141,669.700012207
424,23.2999992371,3.53769993782,15.3302001953,39,669.3000488281,0.0919811353087,6716.6928710938,18.1974258423,22.138999939,0.235849052668,680.9000244141,657.700012207
2801,139.3000030518,5.03389978409,23.0988998413,615,669.3499755859,0.219564437866,5205.9418945312,20.1076812744,20.545999527,2.07068896294,673.299987793,665.4000244141
187,9.7600002289,17.5531997681,44.6809005737,37,669.3499755859,0.197860956192,4357.826171875,19.1598358154,9.4849996567,8.55614948273,664.5999755859,674.0999755859
129,6.5999999046,13.953499794,27.1317996979,17,669.799987793,0.131782948971,5195.9189453125,19.5454540253,11.8339996338,0,670.0999755859,669.5
188,9,6.382999897,36.7020988464,41,669.8499755859,0.218085110188,6002.0717773438,20.8888893127,18.7989997864,4.78723430634,673.200012207,666.5
1212,65.9000015259,22.1947002411,46.1221008301,116,669.950012207,0.0957095697522,5090.587890625,18.3915023804,10.5509996414,3.96039605141,669.200012207,670.700012207
2596,135.3500061035,3.00460004807,19.5300006866,249,670,0.0959167927504,5112.3901367188,19.1799030304,15.5190000534,1.57935285568,669.200012207,670.799987793
4925,253.8959960938,3.82109999657,12.1747999191,753,670.6999511719,0.152893394232,5287.3549804688,19.3977069855,21.6317272186,3.59390854836,672.799987793,668.5999755859
6257,288.6300048828,2.16350007057,15.5128002167,930,671.25,0.148633524776,4889.4799804688,21.6782722473,21.0957508087,8.72622680664,671.200012207,671.299987793
868,45,4.72349977493,19.0091991425,122,671.299987793,0.140552997589,5118.1303710938,19.2888889313,15.1669998169,0,674.5999755859,668
3787,186.1000061035,3.24799990654,8.34430027008,934,671.5999755859,0.246633216739,5119.123046875,20.3492736816,19.1170005798,0.264061272144,674.9000244141,668.299987793
6423,306.3800048828,2.92989993095,14.265999794,855,671.5999755859,0.133115366101,4792.2114257812,20.9641609192,17.6200008392,1.44792151451,671.4000244141,671.799987793
678,34.8400001526,2.50740003586,15.9292001724,47,671.6500244141,0.0693215355277,5450.103515625,19.4603900909,15.1669998169,0.147492617369,677.5999755859,665.700012207
162,8.3999996185,16.9591007233,33.9180984497,23,671.6999511719,0.141975313425,5210.724609375,19.2857151031,10.642999649,0,679.799987793,663.5999755859
8529,407.700012207,2.19250011444,11.7012996674,834,671.75,0.0977840274572,4715.4458007812,20.9197940826,20.7390556335,3.70500636101,668.9000244141,674.5999755859
1862,89.0899963379,2.82969999313,21.0891990662,231,671.9000244141,0.124060153961,4632.068359375,20.9002132416,21.5659999847,0.268528461456,673.0999755859,670.700012207
1452,70.5,2.42600011826,10.4141998291,183,671.9000244141,0.126033052802,5028.5615234375,20.5957450867,17.6560001373,0,679.5999755859,664.200012207
155,8,0.645200014114,12.258099556,32,671.9499511719,0.206451609731,5695.466796875,19.375,17.7089996338,4.51612901688,672.299987793,671.5999755859
2536,127.1100006104,2.03279995918,2.03279995918,343,672.049987793,0.13525237143,4504.294921875,19.9512233734,27.8159999847,2.44479489326,676.0999755859,668
567,30.0799999237,4.89510011673,29.0209999084,103,672.0500488281,0.181657850742,5156.4370117188,18.8497333527,18.593000412,0,673.9000244141,670.200012207
953,52.5999984741,7.9875998497,33.9211997986,135,672.299987793,0.141657918692,5433.5141601562,18.1178703308,14.2629995346,0,668.0999755859,676.5
296,15.4300003052,5.59210014343,25.9867992401,42,672.3499755859,0.141891896725,5254.6318359375,19.1834087372,22.7579994202,5.40540552139,674.5999755859,670.0999755859
198,9,2.4509999752,12.7451000214,24,672.450012207,0.121212124825,4593.1967773438,22,12.6400003433,0,672.700012207,672.200012207
218,10.1000003815,2.24219989777,25.1121006012,49,672.5500488281,0.224770635366,4320.6787109375,21.5841579437,11.2379999161,6.42201805115,669.4000244141,675.700012207
734,36,2.02430009842,12.8205003738,117,672.6999511719,0.15940053761,4920.77734375,20.3888893127,16.9559993744,6.53950929642,676.0999755859,669.299987793
189,11.6000003815,2.07249999046,32.1244010925,50,673.049987793,0.26455026865,6905.869140625,16.2931022644,17.7089996338,14.2857151031,679.0999755859,667
2528,138.3099975586,1.34210002422,2.44560003281,482,673.25,0.190664559603,5729.904296875,18.2777824402,25.6219997406,3.67879748344,675,671.5
2987,154.1699981689,2.0422000885,11.1817998886,290,673.299987793,0.0970873758197,4825.2021484375,19.3747158051,18.7259998322,0.502176105976,676.0999755859,670.5
208,11,9.38969993591,32.8638000488,21,673.549987793,0.100961536169,5388.1704101562,18.9090900421,13.4429998398,0,680.5,666.5999755859
379,23.1000003815,2.90240001678,22.1636009216,29,673.549987793,0.076517149806,5133.8271484375,16.4069252014,15.1800003052,22.6912937164,670.5,676.5999755859
145,9.3000001907,6.20690011978,0,27,673.9000244141,0.186206892133,5346.15625,15.5913972855,19.1170005798,0,670.5,677.299987793
706,37.7400016785,2.5936999321,23.0548000336,103,674.25,0.145892351866,4789.3090820312,18.7069416046,13.7119998932,0.141643062234,676,672.5
